Time	Sum	Command
8	8	-----> echo -ns $directory ' '
22	115	----> __bobthefish_start_segment $flag_colors
6	6	-----> set -l bg $argv[1]
6	6	-----> set -e argv[1]
6	6	-----> set -l fg $argv[1]
4	4	-----> set -e argv[1]
7	7	-----> set_color normal
11	11	-----> set_color -b $bg $fg $argv
24	46	-----> switch "$__bobthefish_current_bg"...
7	7	------> set_color $__bobthefish_current_bg
8	8	------> echo -ns $right_black_arrow_glyph ' '
7	7	------> set_color $fg $argv
7	7	-----> set __bobthefish_current_bg $bg
50	4046	----> echo -ns (__bobthefish_git_branch) $flags ' '
20	3996	-----> __bobthefish_git_branch
63	1383	------> set -l tag (command git describe --tags --exact-match 2>/dev/null)
1320	1320	-------> command git describe --tags --exact-match 2>/dev/null
77	1303	------> set -l branch (command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' '')
1226	1226	-------> command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' ''
22	1290	------> begin...
9	9	-------> [ -n "$theme_git_default_branches" ]
74	1215	-------> set -l theme_git_default_branches master main (git config init.defaultBranch)
1141	1141	--------> git config init.defaultBranch
15	15	-------> [ "$theme_display_git_master_branch" != 'yes' -a "$theme_display_git_default_branch" != 'yes' ]
14	14	-------> contains $branch $theme_git_default_branches
11	11	-------> echo $branch_glyph
4	4	-------> return
12	12	----> set_color normal
13	324	----> if [ "$theme_git_worktree_support" != 'yes' ]...
7	7	-----> [ "$theme_git_worktree_support" != 'yes' ]
44	293	-----> set -l project_pwd (__bobthefish_project_pwd $git_root_dir $real_pwd)
24	249	------> __bobthefish_project_pwd $git_root_dir $real_pwd
6	6	-------> set -q theme_project_dir_length
6	6	-------> set -l theme_project_dir_length 0
54	183	-------> set -l project_dir (string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd)
62	129	--------> string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd
46	67	---------> __bobthefish_escape_regex "$project_root_dir"
21	21	----------> string escape --style=regex "$str" 2>/dev/null
9	30	-------> if [ $theme_project_dir_length -eq 0 ]...
10	10	--------> [ $theme_project_dir_length -eq 0 ]
8	8	--------> echo -n $project_dir
3	3	--------> return
2	8	-----> if [ "$project_pwd" ]...
6	6	------> [ "$project_pwd" ]
3	3	-----> return
14	139	--> __bobthefish_finish_segments
26	59	---> if [ -n "$__bobthefish_current_bg" ]...
7	7	----> [ -n "$__bobthefish_current_bg" ]
8	8	----> set_color normal
9	9	----> set_color $__bobthefish_current_bg
9	9	----> echo -ns $right_black_arrow_glyph ' '
13	54	---> if [ "$theme_newline_cursor" = 'yes' ]...
7	7	----> [ "$theme_newline_cursor" = 'yes' ]
6	6	----> echo -ens "\n"
11	11	----> set_color $fish_color_autosuggestion
5	17	----> if set -q theme_newline_prompt...
5	5	-----> set -q theme_newline_prompt
7	7	-----> echo -ens "$theme_newline_prompt"
6	6	---> set_color normal
6	6	---> set __bobthefish_current_bg
10	220	> fish_right_prompt
8	33	-> if not set -q CONDA_LEFT_PROMPT...
7	7	--> not set -q CONDA_LEFT_PROMPT
9	18	--> __conda_add_prompt
4	9	---> if set -q CONDA_PROMPT_MODIFIER...
5	5	----> set -q CONDA_PROMPT_MODIFIER
16	177	-> __fish_right_prompt_orig
8	8	--> set -l __bobthefish_left_arrow_glyph \uE0B3
4	16	--> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
12	12	---> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
9	9	--> set_color $fish_color_autosuggestion
21	105	--> __bobthefish_cmd_duration
8	8	---> [ "$theme_display_cmd_duration" = "no" ]
12	12	---> [ -z "$CMD_DURATION" -o "$CMD_DURATION" -lt 100 ]
26	38	---> if [ "$CMD_DURATION" -lt 5000 ]...
5	5	----> [ "$CMD_DURATION" -lt 5000 ]
7	7	----> echo -ns $CMD_DURATION 'ms'
11	11	---> set_color $fish_color_normal
8	8	---> set_color $fish_color_autosuggestion
7	7	---> [ "$theme_display_date" = "no" ]
8	17	--> __bobthefish_timestamp
6	6	---> [ "$theme_display_date" = "no" ]
3	3	---> return
6	6	--> set_color normal
17	573	> fish_title
13	26	-> __bobthefish_title_user
3	13	--> if [ "$theme_title_display_user" = 'yes' ]...
10	10	---> [ "$theme_title_display_user" = 'yes' ]
8	13	-> if [ "$theme_title_display_process" = 'yes' ]...
5	5	--> [ "$theme_title_display_process" = 'yes' ]
8	517	-> if [ "$theme_title_display_path" != 'no' ]...
6	6	--> [ "$theme_title_display_path" != 'no' ]
5	503	--> if [ "$theme_title_use_abbreviated_path" = 'no' ]...
6	6	---> [ "$theme_title_use_abbreviated_path" = 'no' ]
38	492	---> prompt_pwd
8	8	----> set -l options h/help d/dir-length= D/full-length-dirs=
12	12	----> argparse -n prompt_pwd $options -- $argv
3	8	----> if set -q _flag_help...
5	5	-----> set -q _flag_help
5	5	----> set -q argv[1]
7	7	----> set argv $PWD
4	4	----> set -ql _flag_d
4	4	----> set -q fish_prompt_pwd_dir_length
5	5	----> set -l fish_prompt_pwd_dir_length 1
5	5	----> set -l fulldirs 0
4	4	----> set -ql _flag_D
4	4	----> set -q fish_prompt_pwd_full_dirs
5	5	----> set -l fish_prompt_pwd_full_dirs 1
19	383	----> for path in $argv...
46	57	-----> set -l realhome (string escape --style=regex -- ~)
11	11	------> string escape --style=regex -- ~
46	83	-----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $path)
37	37	------> string replace -r '^'"$realhome"'($|/)' '~$1' $path
12	224	-----> if test "$fish_prompt_pwd_dir_length" -eq 0...
7	7	------> test "$fish_prompt_pwd_dir_length" -eq 0
5	5	------> set -l full
9	132	------> if test $fish_prompt_pwd_full_dirs -gt 0...
6	6	-------> test $fish_prompt_pwd_full_dirs -gt 0
42	104	-------> set -l all (string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp)
43	62	--------> string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp
19	19	---------> math $fish_prompt_pwd_full_dirs - 1
7	7	-------> set tmp $all[1]
6	6	-------> set full $all[2..]
48	68	------> string join / -- (string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp) $full
20	20	-------> string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
53	87	> __fish_disable_bracketed_paste 'eza --icons --color'
34	34	-> printf "\e[?2004l"
37	62	> __fish_disable_focus 'eza --icons --color'
25	25	-> echo -n \e\[\?1004l
23	881	> fish_title eza\ --icons\ --color
18	44	-> __bobthefish_title_user
6	26	--> if [ "$theme_title_display_user" = 'yes' ]...
20	20	---> [ "$theme_title_display_user" = 'yes' ]
4	14	-> if [ "$theme_title_display_process" = 'yes' ]...
10	10	--> [ "$theme_title_display_process" = 'yes' ]
8	800	-> if [ "$theme_title_display_path" != 'no' ]...
10	10	--> [ "$theme_title_display_path" != 'no' ]
7	782	--> if [ "$theme_title_use_abbreviated_path" = 'no' ]...
7	7	---> [ "$theme_title_use_abbreviated_path" = 'no' ]
49	768	---> prompt_pwd
15	15	----> set -l options h/help d/dir-length= D/full-length-dirs=
19	19	----> argparse -n prompt_pwd $options -- $argv
5	13	----> if set -q _flag_help...
8	8	-----> set -q _flag_help
9	9	----> set -q argv[1]
12	12	----> set argv $PWD
6	6	----> set -ql _flag_d
9	9	----> set -q fish_prompt_pwd_dir_length
10	10	----> set -l fish_prompt_pwd_dir_length 1
10	10	----> set -l fulldirs 0
7	7	----> set -ql _flag_D
6	6	----> set -q fish_prompt_pwd_full_dirs
6	6	----> set -l fish_prompt_pwd_full_dirs 1
25	597	----> for path in $argv...
86	105	-----> set -l realhome (string escape --style=regex -- ~)
19	19	------> string escape --style=regex -- ~
70	118	-----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $path)
48	48	------> string replace -r '^'"$realhome"'($|/)' '~$1' $path
13	349	-----> if test "$fish_prompt_pwd_dir_length" -eq 0...
14	14	------> test "$fish_prompt_pwd_dir_length" -eq 0
8	8	------> set -l full
18	199	------> if test $fish_prompt_pwd_full_dirs -gt 0...
9	9	-------> test $fish_prompt_pwd_full_dirs -gt 0
66	155	-------> set -l all (string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp)
66	89	--------> string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp
23	23	---------> math $fish_prompt_pwd_full_dirs - 1
10	10	-------> set tmp $all[1]
7	7	-------> set full $all[2..]
81	115	------> string join / -- (string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp) $full
34	34	-------> string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
5836	5836	> eza --icons --color
40	94	> __fish_enable_focus 'eza --icons --color'
54	54	-> echo -n \e\[\?1004h
22	40	> __fish_enable_bracketed_paste
18	18	-> printf "\e[?2004h"
34	116	> fish_mode_prompt
19	19	-> [ "$theme_display_vi" != 'no' ]
58	58	-> [ "$fish_key_bindings" = 'fish_vi_key_bindings' \
        -o "$fish_key_bindings" = 'hybrid_bindings' \
        -o "$fish_key_bindings" = 'fish_hybrid_key_bindings' \
        -o "$theme_display_vi" = 'yes' ]
5	5	-> return
25	22524	> fish_prompt
21	21	-> set -l last_status $status
5	13	-> if set -q CONDA_LEFT_PROMPT...
8	8	--> set -q CONDA_LEFT_PROMPT
19	33	-> return_last_status $last_status
14	14	--> return $argv
82	22432	-> __fish_prompt_orig
17	17	--> set -l last_status $status
5	26	--> if [ "$TERM" = 'dumb' ]...
21	21	---> [ "$TERM" = 'dumb' ]
340	958	--> __bobthefish_glyphs
11	11	---> set -x branch_glyph            \uE0A0
10	10	---> set -x right_black_arrow_glyph \uE0B0
9	9	---> set -x right_arrow_glyph       \uE0B1
9	9	---> set -x left_black_arrow_glyph  \uE0B2
10	10	---> set -x left_arrow_glyph        \uE0B3
8	8	---> set -x detached_glyph          \u27A6
9	9	---> set -x tag_glyph               \u2302
9	9	---> set -x nonzero_exit_glyph      '! '
12	12	---> set -x private_glyph           \uE0A2 ' '
9	9	---> set -x superuser_glyph         '$ '
11	11	---> set -x bg_job_glyph            '% '
10	10	---> set -x hg_glyph                \u263F
22	22	---> set -x superscript_glyph       \u00B9 \u00B2 \u00B3
8	8	---> set -x virtualenv_glyph        \u25F0
10	10	---> set -x pypy_glyph              \u1D56
15	15	---> set -x ruby_glyph              ''
8	8	---> set -x go_glyph                ''
7	7	---> set -x nix_glyph               ''
10	10	---> set -x desk_glyph              \u25F2
11	11	---> set -x k8s_glyph               \u2388
9	9	---> set -x vagrant_running_glyph   \u2191
8	8	---> set -x vagrant_poweroff_glyph  \u2193
7	7	---> set -x vagrant_aborted_glyph   \u2715
8	8	---> set -x vagrant_saved_glyph     \u21E1
11	11	---> set -x vagrant_stopping_glyph  \u21E3
7	7	---> set -x vagrant_unknown_glyph   '!'
9	9	---> set -x git_dirty_glyph      '*'
13	13	---> set -x git_staged_glyph     '~'
10	10	---> set -x git_stashed_glyph    '$'
10	10	---> set -x git_untracked_glyph  '…'
9	9	---> set -x git_ahead_glyph      \u2191
10	10	---> set -x git_behind_glyph     \u2193
9	9	---> set -x git_plus_glyph       '+'
9	9	---> set -x git_minus_glyph      '-'
11	11	---> set -x git_plus_minus_glyph '±'
6	6	---> set -x fossil_glyph \U1F9B4
6	26	---> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
20	20	----> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
56	227	---> if [ "$theme_nerd_fonts" = "yes" ]...
7	7	----> [ "$theme_nerd_fonts" = "yes" ]
8	8	----> set private_glyph    \uF023 ' '
7	7	----> set branch_glyph     \uF418
7	7	----> set detached_glyph   \uF417
9	9	----> set tag_glyph        \uF412
7	7	----> set nix_glyph        \uF313 ' '
9	9	----> set virtualenv_glyph \uE73C ' '
7	7	----> set ruby_glyph       \uE791 ' '
7	7	----> set go_glyph         \uE626 ' '
7	7	----> set node_glyph       \uE718 ' '
7	7	----> set vagrant_running_glyph  \uF431
6	6	----> set vagrant_poweroff_glyph \uF433
9	9	----> set vagrant_aborted_glyph  \uF468
6	6	----> set vagrant_unknown_glyph  \uF421
9	9	----> set git_dirty_glyph      \uF448 ''
7	7	----> set git_staged_glyph     \uF0C7 ''
9	9	----> set git_stashed_glyph    \uF0C6 ''
6	6	----> set git_untracked_glyph  \uF128 ''
7	7	----> set fossil_glyph \UF00B9
7	7	----> set git_ahead_glyph      \uF47B
6	6	----> set git_behind_glyph     \uF47C
6	6	----> set git_plus_glyph       \uF0DE
5	5	----> set git_minus_glyph      \uF0DD
6	6	----> set git_plus_minus_glyph \uF0DC
3	11	---> if [ "$theme_avoid_ambiguous_glyphs" = "yes" ]...
8	8	----> [ "$theme_avoid_ambiguous_glyphs" = "yes" ]
59	651	--> __bobthefish_colors $theme_color_scheme
173	592	---> switch "$color_scheme"...
14	14	----> set -l red      cc9999 ce000f 660000
7	7	----> set -l green    addc10 189303 0c4801
6	6	----> set -l blue     48b4fb 005faf 255e87
13	13	----> set -l orange   f6b117 unused 3a2a03
10	10	----> set -l brown    bf5e00 803f00 4d2600
12	12	----> set -l grey     cccccc 999999 333333
6	6	----> set -l white    ffffff
9	9	----> set -l black    000000
11	11	----> set -l ruby_red af0000
10	10	----> set -l go_blue  00d7d7
15	15	----> set -x color_initial_segment_exit     $white $red[2] --bold
10	10	----> set -x color_initial_segment_private  $white $grey[3]
18	18	----> set -x color_initial_segment_su       $white $green[2] --bold
10	10	----> set -x color_initial_segment_jobs     $white $blue[3] --bold
8	8	----> set -x color_path                     $grey[3] $grey[2]
18	18	----> set -x color_path_basename            $grey[3] $white --bold
8	8	----> set -x color_path_nowrite             $red[3] $red[1]
14	14	----> set -x color_path_nowrite_basename    $red[3] $red[1] --bold
9	9	----> set -x color_repo                     $green[1] $green[3]
14	14	----> set -x color_repo_work_tree           $grey[3] $white --bold
10	10	----> set -x color_repo_dirty               $red[2] $white
9	9	----> set -x color_repo_staged              $orange[1] $orange[3]
10	10	----> set -x color_vi_mode_default          $grey[2] $grey[3] --bold
11	11	----> set -x color_vi_mode_insert           $green[2] $grey[3] --bold
23	23	----> set -x color_vi_mode_visual           $orange[1] $orange[3] --bold
11	11	----> set -x color_vagrant                  $blue[1] $white --bold
9	9	----> set -x color_k8s                      $green[2] $white --bold
12	12	----> set -x color_aws_vault                $blue[3] $orange[1] --bold
9	9	----> set -x color_aws_vault_expired        $blue[3] $red[3] --bold
10	10	----> set -x color_username                 $grey[1] $blue[3] --bold
8	8	----> set -x color_hostname                 $grey[1] $blue[3]
8	8	----> set -x color_screen                   $green[1] $white --bold
9	9	----> set -x color_rvm                      $ruby_red $grey[1] --bold
9	9	----> set -x color_node                     $green[1] $white --bold
9	9	----> set -x color_virtualfish              $blue[2] $grey[1] --bold
9	9	----> set -x color_virtualgo                $go_blue $black --bold
22	22	----> set -x color_desk                     $blue[2] $grey[1] --bold
9	9	----> set -x color_nix                      $blue[2] $grey[1] --bold
172	172	--> type -q bobthefish_colors
7	7	--> set -l __bobthefish_current_bg
69	143	--> set -l real_pwd (__bobthefish_pwd)
40	74	---> __bobthefish_pwd
34	34	----> builtin pwd -P 2>/dev/null
32	159	--> __bobthefish_prompt_status $last_status
7	7	---> set -l nonzero
6	6	---> set -l superuser
5	5	---> set -l bg_jobs
9	9	---> [ $last_status -ne 0 ]
13	13	---> [ -w / -o -w /private/ ]
25	65	---> if set -q AUTOJUMP_SOURCED...
6	6	----> set -q AUTOJUMP_SOURCED
8	34	----> if [ "$theme_display_jobs_verbose" = 'yes' ]...
8	8	-----> [ "$theme_display_jobs_verbose" = 'yes' ]
18	18	-----> jobs -p >/dev/null
4	22	---> if [ "$nonzero" -o "$fish_private_mode" -o "$superuser" -o "$bg_jobs" ]...
18	18	----> [ "$nonzero" -o "$fish_private_mode" -o "$superuser" -o "$bg_jobs" ]
35	146	--> __bobthefish_prompt_user
41	41	---> [ "$theme_display_user" = 'yes' -o \( "$theme_display_user" != 'no' -a -n "$SSH_CLIENT" \) -o \( -n "$default_user" -a "$USER" != "$default_user" \) ]
10	10	---> [ "$theme_display_sudo_user" = 'yes' -a -n "$SUDO_USER" ]
23	23	---> [ "$theme_display_hostname" = 'yes' -o \( "$theme_display_hostname" != 'no' -a -n "$SSH_CLIENT" \) ]
4	9	---> if set -q display_user...
5	5	----> set -q display_user
3	8	---> if set -q display_sudo_user...
5	5	----> set -q display_sudo_user
3	7	---> if set -q display_hostname...
4	4	----> set -q display_hostname
5	5	---> set -q display_user
4	4	---> set -q display_sudo_user
4	4	---> set -q display_hostname
14	28	--> __bobthefish_prompt_screen
11	11	---> [ "$theme_display_screen" = 'no' -o -z "$STY" ]
3	3	---> return
13	24	--> __bobthefish_prompt_vagrant
8	8	---> [ "$theme_display_vagrant" = 'yes' -a -f Vagrantfile ]
3	3	---> return
12	26	--> __bobthefish_prompt_docker
11	11	---> [ "$theme_display_docker_machine" = 'no' -o -z "$DOCKER_MACHINE_NAME" ]
3	3	---> return
12	22	--> __bobthefish_prompt_k8s_context
7	7	---> [ "$theme_display_k8s_context" = 'yes' ]
3	3	---> return
10	25	--> __bobthefish_prompt_aws_vault_profile
11	11	---> [ "$theme_display_aws_vault_profile" = 'yes' ]
4	4	---> return
12	38	--> __bobthefish_prompt_nix
23	23	---> [ "$theme_display_nix" = 'no' -o -z "$IN_NIX_SHELL" ]
3	3	---> return
10	23	--> __bobthefish_prompt_desk
10	10	---> [ "$theme_display_desk" = 'no' -o -z "$DESK_ENV" ]
3	3	---> return
19	455	--> __bobthefish_prompt_rubies
7	7	---> [ "$theme_display_ruby" = 'no' ]
7	7	---> set -l ruby_version
8	412	---> if command -q rvm-prompt...
105	105	----> command -q rvm-prompt
91	91	----> command -q rbenv
118	118	----> type -q chruby
90	90	----> command -q asdf
7	7	---> [ -z "$ruby_version" ]
3	3	---> return
22	712	--> __bobthefish_prompt_golang $real_pwd
7	7	---> [ "$theme_display_go" = 'no' ]
8	8	---> set -l gomod_version "0"
7	7	---> set -l d $real_pwd
83	652	---> while not [ -z "$d" ]
...
6	6	----> not [ -z "$d" ]
4	14	----> if [ -e $d/go.mod ]...
10	10	-----> [ -e $d/go.mod ]
7	7	----> [ "$d" = "/" ]
61	133	----> set d (__bobthefish_dirname $d)
38	72	-----> __bobthefish_dirname $d
34	34	------> string replace -r '/[^/]+/?$' '' -- $argv
8	8	----> not [ -z "$d" ]
3	14	----> if [ -e $d/go.mod ]...
11	11	-----> [ -e $d/go.mod ]
7	7	----> [ "$d" = "/" ]
55	105	----> set d (__bobthefish_dirname $d)
29	50	-----> __bobthefish_dirname $d
21	21	------> string replace -r '/[^/]+/?$' '' -- $argv
8	8	----> not [ -z "$d" ]
3	13	----> if [ -e $d/go.mod ]...
10	10	-----> [ -e $d/go.mod ]
7	7	----> [ "$d" = "/" ]
55	113	----> set d (__bobthefish_dirname $d)
38	58	-----> __bobthefish_dirname $d
20	20	------> string replace -r '/[^/]+/?$' '' -- $argv
8	8	----> not [ -z "$d" ]
3	13	----> if [ -e $d/go.mod ]...
10	10	-----> [ -e $d/go.mod ]
8	8	----> [ "$d" = "/" ]
54	99	----> set d (__bobthefish_dirname $d)
25	45	-----> __bobthefish_dirname $d
20	20	------> string replace -r '/[^/]+/?$' '' -- $argv
6	6	----> not [ -z "$d" ]
5	16	---> if [ "$gomod_version" = "0" ]...
7	7	----> [ "$gomod_version" = "0" ]
4	4	----> return
14	50	--> __bobthefish_prompt_virtualfish
15	15	---> command -q python
18	18	---> [ "$theme_display_virtualenv" = 'no' -o -z "$VIRTUAL_ENV" -a -z "$CONDA_DEFAULT_ENV" ]
3	3	---> return
10	23	--> __bobthefish_prompt_virtualgo
10	10	---> [ "$theme_display_virtualgo" = 'no' -o -z "$VIRTUALGO" ]
3	3	---> return
13	854	--> __bobthefish_prompt_node
6	6	---> set -l should_show
43	826	---> if [ "$theme_display_node" = 'always' -o "$theme_display_nvm" = 'yes' ]...
10	10	----> [ "$theme_display_node" = 'always' -o "$theme_display_nvm" = 'yes' ]
6	6	----> [ "$theme_display_node" = 'yes' ]
21	767	----> __bobthefish_prompt_find_file_up "$PWD" package.json .nvmrc .node-version
8	8	-----> set -l dir "$argv[1]"
9	9	-----> set -l files $argv[2..-1]
6	18	-----> if test -z "$dir"...
6	6	------> test -z "$dir"
6	6	------> test -z "$files"
79	707	-----> while [ "$dir" ]
...
5	5	------> [ "$dir" ]
13	56	------> for f in $files...
3	14	-------> if [ -e "$dir/$f" ]...
11	11	--------> [ -e "$dir/$f" ]
3	17	-------> if [ -e "$dir/$f" ]...
14	14	--------> [ -e "$dir/$f" ]
4	12	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
6	6	------> [ "$dir" = '/' ]
50	98	------> set dir (__bobthefish_dirname "$dir")
25	48	-------> __bobthefish_dirname "$dir"
23	23	--------> string replace -r '/[^/]+/?$' '' -- $argv
6	6	------> [ "$dir" ]
13	50	------> for f in $files...
3	14	-------> if [ -e "$dir/$f" ]...
11	11	--------> [ -e "$dir/$f" ]
4	12	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
3	11	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
6	6	------> [ "$dir" = '/' ]
50	89	------> set dir (__bobthefish_dirname "$dir")
24	39	-------> __bobthefish_dirname "$dir"
15	15	--------> string replace -r '/[^/]+/?$' '' -- $argv
5	5	------> [ "$dir" ]
11	47	------> for f in $files...
5	14	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
3	11	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
3	11	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
7	7	------> [ "$dir" = '/' ]
49	88	------> set dir (__bobthefish_dirname "$dir")
22	39	-------> __bobthefish_dirname "$dir"
17	17	--------> string replace -r '/[^/]+/?$' '' -- $argv
5	5	------> [ "$dir" ]
12	55	------> for f in $files...
3	13	-------> if [ -e "$dir/$f" ]...
10	10	--------> [ -e "$dir/$f" ]
3	11	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
3	19	-------> if [ -e "$dir/$f" ]...
16	16	--------> [ -e "$dir/$f" ]
7	7	------> [ "$dir" = '/' ]
50	92	------> set dir (__bobthefish_dirname "$dir")
24	42	-------> __bobthefish_dirname "$dir"
18	18	--------> string replace -r '/[^/]+/?$' '' -- $argv
6	6	------> [ "$dir" ]
4	4	-----> return 1
6	6	---> [ -z "$should_show" ]
3	3	---> return
48	1952	--> set -l git_root_dir (__bobthefish_git_project_dir $real_pwd)
22	1904	---> __bobthefish_git_project_dir $real_pwd
7	7	----> [ "$theme_display_git" = 'no' ]
66	66	----> command -q git
4	4	----> set -q theme_vcs_ignore_paths
17	1805	----> if [ "$theme_git_worktree_support" != 'yes' ]...
7	7	-----> [ "$theme_git_worktree_support" != 'yes' ]
64	1752	-----> set -l git_toplevel (command git rev-parse --show-toplevel 2>/dev/null)
1688	1688	------> command git rev-parse --show-toplevel 2>/dev/null
7	7	-----> [ -z "$git_toplevel" ]
10	22	-----> switch $real_pwd/...
9	9	------> echo $git_toplevel
3	3	------> return
45	66	--> set -l hg_root_dir (__bobthefish_hg_project_dir $real_pwd)
12	21	---> __bobthefish_hg_project_dir $real_pwd
7	7	----> [ "$theme_display_hg" = 'yes' ]
2	2	----> return
45	69	--> set -l fossil_root_dir (__bobthefish_fossil_project_dir $real_pwd)
14	24	---> __bobthefish_fossil_project_dir $real_pwd
7	7	----> [ "$theme_display_fossil" = 'yes' ]
3	3	----> return
47	15584	--> switch (__bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir")...
15	154	---> __bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir"
48	139	----> if builtin -q path...
27	27	-----> builtin -q path
47	64	-----> echo (path sort -r $argv)[1]
17	17	------> path sort -r $argv
50	15383	---> __bobthefish_prompt_git $git_root_dir $real_pwd
8	8	----> set -l dirty ''
43	2707	----> if [ "$theme_display_git_dirty" != 'no' ]...
8	8	-----> [ "$theme_display_git_dirty" != 'no' ]
51	1067	-----> set -l show_dirty (command git config --bool bash.showDirtyState 2>/dev/null)
1016	1016	------> command git config --bool bash.showDirtyState 2>/dev/null
12	1589	-----> if [ "$show_dirty" != 'false' ]...
8	8	------> [ "$show_dirty" != 'false' ]
62	1548	------> set dirty (command git diff --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_dirty_glyph")
1473	1473	-------> command git diff --no-ext-diff --quiet --exit-code 2>/dev/null
13	13	-------> echo -n "$git_dirty_glyph"
4	21	------> if [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]...
17	17	-------> [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]
59	1450	----> set -l staged (command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_staged_glyph")
1391	1391	-----> command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null
46	1325	----> set -l stashed (__bobthefish_git_stashed)
12	1279	-----> __bobthefish_git_stashed
18	1267	------> if [ "$theme_display_git_stashed_verbose" = 'yes' ]...
8	8	-------> [ "$theme_display_git_stashed_verbose" = 'yes' ]
1241	1241	-------> command git rev-parse --verify --quiet refs/stash >/dev/null
46	1384	----> set -l ahead (__bobthefish_git_ahead)
15	1338	-----> __bobthefish_git_ahead
2	10	------> if [ "$theme_display_git_ahead_verbose" = 'yes' ]...
8	8	-------> [ "$theme_display_git_ahead_verbose" = 'yes' ]
14	14	------> set -l ahead 0
6	6	------> set -l behind 0
58	1267	------> for line in (command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null)...
1209	1209	-------> command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null
4	26	------> if [ $ahead -eq 1 ]...
15	15	-------> [ $ahead -eq 1 ]
7	7	-------> [ $behind -eq 1 ]
7	7	----> set -l new ''
11	3136	----> if [ "$theme_display_git_untracked" != 'no' ]...
10	10	-----> [ "$theme_display_git_untracked" != 'no' ]
57	1365	-----> set -l show_untracked (command git config --bool bash.showUntrackedFiles 2>/dev/null)
1308	1308	------> command git config --bool bash.showUntrackedFiles 2>/dev/null
10	1750	-----> if [ "$show_untracked" != 'false' ]...
8	8	------> [ "$show_untracked" != 'false' ]
59	1723	------> set new (command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null)
1664	1664	-------> command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null
2	9	------> if [ "$new" ]...
7	7	-------> [ "$new" ]
11	11	----> set -l flags "$dirty$staged$stashed$ahead$new"
4	4	----> [ "$flags" ]
6	6	----> set flags " $flags"
11	11	----> set -l flag_colors $color_repo
9	22	----> if [ "$dirty" ]...
5	5	-----> [ "$dirty" ]
8	8	-----> set flag_colors $color_repo_dirty
43	952	----> __bobthefish_path_segment $git_root_dir project
13	13	-----> set -l segment_color $color_path
10	10	-----> set -l segment_basename_color $color_path_basename
4	14	-----> if not [ -w "$segment_dir" ]...
10	10	------> not [ -w "$segment_dir" ]
45	162	-----> __bobthefish_start_segment $segment_color
9	9	------> set -l bg $argv[1]
7	7	------> set -e argv[1]
8	8	------> set -l fg $argv[1]
6	6	------> set -e argv[1]
28	28	------> set_color normal
15	15	------> set_color -b $bg $fg $argv
29	36	------> switch "$__bobthefish_current_bg"...
